ID,Name,Likes,Meal Type,Cuisines,N_ingredients,WW Smart Points,Calories (Amount),Calories (Unit),Calories (% of Daily Needs),Saturated Fat (Amount),Saturated Fat (Unit),Saturated Fat (% of Daily Needs),Sugar (Amount),Sugar (Unit),Sugar (% of Daily Needs),Sodium (Amount),Sodium (Unit),Sodium (% of Daily Needs),Protein (Amount),Protein (Unit),Protein (% of Daily Needs)
644674,Gingerbread,2,"['antipasti', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",[],15,6,185.07,kcal,9.25,3.66,g,22.86,11.73,g,13.04,145.18,mg,6.31,2.08,g,4.15
640907,Croissants With Sesame Seeds (Kifli),5,"['antipasti', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",['Southern'],11,4,134.96,kcal,6.75,1.32,g,8.23,1.03,g,1.14,149.74,mg,6.51,3.84,g,7.68
782622,Chocolate Peanut Butter Cinnamon Smoothie,5,"['morning meal', 'brunch', 'beverage', 'breakfast', 'drink']",['Southern'],6,8,419.86,kcal,20.99,4.25,g,26.54,18.83,g,20.92,505.81,mg,21.99,27.08,g,54.16
662997,Tequila Lime Shrimp,5,"['antipasti', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",[],8,3,122.26,kcal,6.11,0.09,g,0.54,3.56,g,3.95,873.36,mg,37.97,8.02,g,44.53
658674,"Roasted Sunchoke, Apple, and Onion Soup",3,"['antipasti', 'soup', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",[],6,5,189.2,kcal,9.46,1.94,g,12.1,9.71,g,10.79,1137.59,mg,49.46,1.28,g,2.57
636300,Brown sugar & Spice Sugar cookie frogs,28,['dessert'],[],12,5,143.07,kcal,7.15,3.94,g,24.63,10.51,g,11.67,85.39,mg,3.71,1.55,g,3.1
639515,Citrus Beet Salad,8,['side dish'],[],7,3,212.07,kcal,10.6,2.97,g,18.59,19.17,g,21.3,219.11,mg,9.53,8.09,g,16.17
633063,Austrian Goulash,5,"['lunch', 'main course', 'main dish', 'dinner']","['Eastern European', 'European']",14,10,404.62,kcal,20.23,4.57,g,28.56,3.61,g,4.01,977.49,mg,42.5,36.15,g,72.3
655515,Pecan Pie,4,['dessert'],['Southern'],8,45,949.26,kcal,47.46,18.01,g,112.53,108.44,g,120.48,328.37,mg,14.28,8.57,g,17.13
642585,"Farfalle with fresh tomatoes, basil and mozzarella",7,"['side dish', 'lunch', 'main course', 'main dish', 'dinner']",[],8,16,557.52,kcal,27.88,4.98,g,31.11,6.29,g,6.98,210.98,mg,9.17,16.19,g,32.38
635195,Blackberry Clafoutis,4,['dessert'],[],8,19,459.14,kcal,22.96,3.78,g,23.62,58.64,g,65.15,397.92,mg,17.3,0.34,g,1.91
636096,Bridget Jones's Shepherd's Pie,2,"['lunch', 'main course', 'main dish', 'dinner']","['English', 'Scottish', 'British', 'European']",14,29,817.35,kcal,40.87,26.68,g,166.73,4.44,g,4.93,264.86,mg,11.52,31.21,g,62.42
780726,Skinny Chocolate Banana Bread,4,"['morning meal', 'dessert', 'brunch', 'breakfast']",[],10,20,632.91,kcal,31.65,15.96,g,99.78,44.23,g,49.14,1250.04,mg,54.35,0.48,g,2.68
635524,Blueberry Ricotta Cake,3,['dessert'],[],13,144,3267.94,kcal,163.4,47.45,g,296.58,385.19,g,427.99,3987.95,mg,173.39,1.03,g,5.73
636576,Butternut Squash and Chorizo Pasta,2,"['side dish', 'antipasti', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",[],9,10,328.55,kcal,16.43,2.26,g,14.15,5.78,g,6.43,93.79,mg,4.08,10.29,g,20.58
641063,Curried Cauliflower Gratin,8,['side dish'],[],17,13,312.92,kcal,15.65,18.02,g,112.62,6.3,g,6.99,480.06,mg,20.87,5.93,g,11.87
636415,Buffalo Chicken Pizza,2,"['lunch', 'main course', 'main dish', 'dinner']","['Mediterranean', 'Italian', 'European']",6,112,2351.35,kcal,117.57,157.56,g,984.76,1.16,g,1.29,2660.53,mg,115.68,14.65,g,29.3
638420,Chicken Wings,2,"['antipasti', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",['American'],11,3,94.1,kcal,4.7,1.4,g,8.72,7.45,g,8.27,275.94,mg,12.0,5.2,g,10.39
648389,Jam Tarts,2,['dessert'],[],7,6,166.41,kcal,8.32,4.04,g,25.25,1.48,g,1.64,149.01,mg,6.48,1.94,g,3.89
638257,Chicken Porridge,19,"['morning meal', 'brunch', 'breakfast']",[],11,10,393.05,kcal,19.65,1.58,g,9.86,7.27,g,8.08,826.49,mg,35.93,27.74,g,55.48
1100990,"Blueberry, Chocolate & Cocao Superfood Pancakes - Gluten-Free/Paleo/Vegan",15,"['morning meal', 'brunch', 'breakfast']",[],10,29,774.66,kcal,38.73,26.9,g,168.13,8.44,g,9.38,342.92,mg,14.91,13.02,g,26.04
631785,"Impossible"" Coconut Pie",7,['dessert'],[],11,15,345.3,kcal,17.27,14.8,g,92.52,28.5,g,31.67,76.15,mg,3.31,4.94,g,9.87
661864,Strawberry Pretzel Salad,4,"['side dish', 'antipasti', 'salad', 'starter', 'snack', 'appetizer', 'antipasto', ""hor d'oeuvre""]",[],13,12,402.99,kcal,20.15,6.36,g,39.76,9.79,g,10.87,636.33,mg,27.67,8.13,g,16.26
644761,Glazed pork chops,8,"['lunch', 'main course', 'main dish', 'dinner']",[],9,16,459.09,kcal,22.95,17.87,g,111.71,9.52,g,10.57,1058.41,mg,46.02,30.84,g,61.67
